address,name,lat,lng,reward_scale_correct
112PnACc5xce6g1g7WZapNfxuYX2mQ1Gvg3B956ekTXAsMdhm9Mi,great-bamboo-wolf,42.269246817255514,-83.7389722435501,0.0522918701171875
11P5zh4HpGc4w1GQfSY7LPpQT6pF23P1zEh42QcCyemSEmDyKXR,custom-fuchsia-rooster,42.236349353525924,-83.73168350955426,1.0
112GBVdc8vZh9Jufus6MA19DbPLMgE4gTstXgEj4Mhn6MwBibXar,odd-daffodil-bear,42.270619639267046,-83.74409720373343,0.11029052734375
11gw5pAz1T2HLidsBPkttHTz1BXFE9yge4WJbpXB3LrPY5rNUYX,prehistoric-olive-leopard,42.279681663690134,-83.7367325419906,0.7142791748046875
1121SD6eyCRjio1x8NL8XhaASbd2qoodAeYK7kjLKy5ZcDpyrcLM,feisty-ultraviolet-dolphin,42.269246817255514,-83.7389722435501,0.0522918701171875
112bsHCXGwHRbyg1jv2rBzXZTXs3K4Vzgq2k7xsgBCQdRtS8C6a7,nice-chili-mongoose,42.26025522562847,-83.77988818108528,1.0
112rU7PhzzkbscDPc1P7hGmifFym6uFbF5RFQ6oz35w2evNRihVW,perfect-champagne-shrimp,42.271054047139685,-83.73228230455852,0.196075439453125
112gMK6wh4RCBLjTSoFekQqYMfgFC9bMRH3FugEBHZiKgzMss7mU,tiny-wintergreen-hippo,42.271584854455796,-83.73300772674469,0.196075439453125
11p1b1By8rMxdY7FK3sVouRMqAYgRCuobUZrSoXTQ2h7VL2b3Uw,shambolic-tortilla-starling,42.27024972374344,-83.73995328644088,0.1568603515625
11GVGhX2UXJQYUXvxina2AYwhy3QVfGZnfLFzdF26rEMArQerVm,raspy-caramel-porcupine,42.27084996714901,-83.74005911456604,0.2941131591796875
112hmcXXCXhgFoc87xFJH1uNXLr5S2w3X99beLLTuPky5V3xV9vx,proper-macaroon-dolphin,42.27104754280765,-83.73928969147092,0.1568603515625
11ojBLNUtTEX3FJjP4ijEUkvFe4SoLbYjzSA1LKyBwCqtdHdJVh,thankful-mandarin-loris,42.2719505967341,-83.73123381582123,0.0980377197265625
11FUYkga11iuVqm7cxXfQNVNqdU16Ggbp1mfreFYh7QSw7kgpFe,droll-mint-eel,42.27150772826163,-83.73121326587675,0.0980377197265625
11b4hZGvYys7ugBP5D6zNSGvqSXhdce7pi8DjuwkD8ZvjbcTdDA,early-watermelon-koala,42.28532240182367,-83.73606035278927,0.357147216796875
11STzxKxaMiqELv495HiShWjHcejfsnCXTCrMZXgtSFxKBWFV34,atomic-gingham-hamster,42.26793668505748,-83.74023481380355,0.1568603515625
11WkH6CyQjJ6iuEnquGU79Z1V4uxqwGRtV7p6BQ1d8qpq3JbtmD,zany-aegean-unicorn,42.26784878982482,-83.73953000126558,0.1568603515625
11zWNM7JkiQ2a5GhBAy4WgADJmGdngTj3Y2EJHCiZx3CVwzMQ4M,bouncy-cotton-cobra,42.264489374262304,-83.74318826019564,0.2941131591796875
112E83CZZqFQ5YV33wveZexxoUwWzfJ1cfvrLvQs8rTwRpwWUrsK,bent-alabaster-mockingbird,42.264342913015874,-83.74201365728817,0.2941131591796875
11gKDLjwxr2Dwfs1FrhYufZ4WhXHAU5radY8Gf6GfVS6iu3SAM1,magnificent-eggshell-squirrel,42.265514023651356,-83.74199041597299,0.1568603515625
112HjM6TUSgarDkz4ETja5LMXdGRXqC3FvW3XoQTTLaq4xhC5KX1,cool-burlap-jay,42.27793023157403,-83.72504764519995,0.7142791748046875
1136Sgc3LJzbWzF6XvJ2U2RpUTTirbGnKCWnkqeK5qubFh9dYfs,powerful-slate-mole,42.26508957370121,-83.74329411662683,0.2205810546875
112G9J6fRmDkioU6aQJECvDYqBPQd5n1gAQdMZzgnZ85WK3XHH8D,thankful-mahogany-scallop,42.27681760073256,-83.7255412803965,0.196075439453125
112E6naAyiniRcmQh2NYkwCZks1e1GRqsZTKQwYsrLnmwHsjeJZW,macho-misty-cormorant,42.27698576737835,-83.72453669912203,0.7142791748046875
11ko822KZy6uW4jUaTKVJnHtnXeqymL3VmRXsgyMic5SfQNSmUn,basic-teal-tadpole,42.278996656805326,-83.73241745195587,0.7142791748046875
112bJMh5vivzxGoLc49oUsrkhkKpJs9uMi1zP5VLwAZXKoPrKqmG,blunt-velvet-shrimp,42.27830839774092,-83.73160673764461,0.7142791748046875
11WUUepCBUeeAeYXwpyLZ7oWr8mcATKyxuyUSx28y7TwEDiPQVb,soft-seaweed-turtle,42.27839634701571,-83.7323117032293,0.7142791748046875
112rnQxThxdGSr2gtHEkhYZsnBmribHeF5TqitAAKfGT4YA7maQY,spare-navy-weasel,42.26003029350385,-83.77100361860546,1.0
11ySv4MPEG3QztHcQyg7H1nnh3L5cxsFNw8AjX3z41Neq8D9wq6,dizzy-tin-dragon,42.269246817255514,-83.7389722435501,0.0522918701171875
112b3BDLwbKbQ61WCATc6t4pYDBDKSXKKNDpHd7wQQ5sHSRaxm9Y,proud-mocha-goose,42.265375029417406,-83.74322958302598,0.2205810546875
112u2icA7dm1DPLEQmsDKq4n4jznmSA27LZVV3qvnCRZ6KXR9zzN,steep-cinnabar-python,42.27489015915388,-83.73479650153878,0.2941131591796875
112RKmaViPiqifBiyEK32GHXWRiPRhTn49mwB1Xku4Uy7iDswtzT,spicy-bronze-yak,42.28529309251475,-83.73582532778087,0.357147216796875
11aAkRsXyBWbsPN4d35C7axrWvfScfYvbYgWHNGw3hSdg1NcwVH,cheerful-porcelain-kitten,42.26843812511388,-83.7407253289552,0.2205810546875
11BgdnzJjd5J69rYzffhV3SZPLBseeK6fTLBkM7gpPZmdFmAJpT,pet-aqua-antelope,42.27573431090546,-83.72626986498035,0.196075439453125
11kZzz59hCrqhusharSYvAeW3numKJfFYgYxoTaZa1BHyjC1PpZ,straight-steel-ape,42.31664834789061,-83.71530493647974,1.0
112atc4tWcetFPbYimXr1optDxXm1L6DpmA5NtTbCmHK8tSXJnRc,flaky-satin-jay,42.271614167399285,-83.73324268124877,0.196075439453125
112bU2o9T8wJo7RW5vauFGbi6wxy9uHCgBHXzA35M5mEh1UdmSPv,precise-yellow-mantis,42.27111702777973,-83.73867002343334,0.2941131591796875
112B3RLNXZwy5s7uAon3SpiW2H2wv7Yspotm5HJLGaJByc7oo9tT,bald-mocha-fly,42.27065985763885,-83.74324260061219,0.11029052734375
1162fRqWoUGd8DUexz92d3ZsVaZre4wjXFTWEmLjK4WnXkmZMss,boxy-tweed-rattlesnake,42.27456451364427,-83.73571579572186,0.2941131591796875
112jQMcVpv8qpT4XBTXVq13m7Qq5GKj1mUo1fQSxnvffZcQGUm59,savory-satin-scorpion,42.266076459687135,-83.76770818209548,1.0
112Sje8qYe998EuaWUUb5TYNgaB5oN57FYcm82ki1AeCJXsq5iou,amateur-jetblack-lynx,42.270530903246595,-83.73397099464387,0.23529052734375
11xKKZwHYZpWcEamiZmyCA1v6YmfcfagQMGf9BJfMnDDiXkhRgV,bubbly-mandarin-panther,42.27818880558038,-83.77778023727505,1.0
112X5u9nq4v5RDcUSfGJXBG8dgCzvRTW7bfS4oZ9qnQU17vcQ5gasdy2,thankful-seafoam-ant,42.2747514760508,-83.77964178404446,1.0
